Search Term,Exit Page,Total Unique Searches,Results Pageviews / Search,% Search Exits,% Search Refinements,Time after Search,Average Search Depth
violation,/browse/embed?category=&limit=20&limitTo=&q=violation&view_type=rich,3,5.33,0.00%,0.00%,0:02:38,15
violation,/browse/embed?category=Housing+and+Buildings&limit=20&limitTo=&q=violation&view_type=rich,3,3.33,0.00%,0.00%,0:00:50,7.33
violation,/Housing-and-Buildings/Housing-Code-Violations-San-Francisco-CA/739v-w6y3,3,1.67,0.00%,0.00%,0:01:06,6.33
violations,/,3,1.67,0.00%,40.00%,0:01:34,29.33
volume,/,3,1.67,0.00%,40.00%,0:00:31,6.33
volunteer,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=volunteer&view_type=rich,3,1,0.00%,0.00%,0:00:04,2
wages,/browse/embed?category=&limit=20&limitTo=&q=wages&view_type=rich,3,1.67,0.00%,0.00%,0:00:07,3.33
waste,/,3,3.33,0.00%,0.00%,0:03:09,22.33
waste,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=recycling&view_type=rich,3,1,0.00%,100.00%,0:01:04,7.33
water,/about,3,2,0.00%,33.33%,0:00:40,6.33
water,/browse?q=water&sortBy=relevance&utf8=‰ÏÒ,3,1,100.00%,0.00%,0:00:00,0
water,/browse/embed?category=&limit=20&limitTo=&q=elevation&view_type=rich,3,5.33,0.00%,37.50%,0:04:54,21.33
water,/browse/embed?category=&limit=20&limitTo=&q=rain&utf8=‰ÏÒ&view_type=rich&page=2,3,4.33,0.00%,23.08%,0:00:58,8.67
water,/browse/embed?category=&limit=20&limitTo=&q=tree&view_type=rich,3,3.67,0.00%,45.45%,0:01:37,10
water,/browse/embed?category=&limit=20&limitTo=maps&q=water&view_type=rich,3,3.33,0.00%,0.00%,0:00:17,6.33
water,/browse/embed?Department-Metrics_Publishing-Department=&category=Energy+and+Environment&limit=20&limitTo=&q=water&view_type=rich,3,1.67,0.00%,0.00%,0:00:03,3.33
water,/City-Infrastructure/Stormwater-inlets-drains-and-catch-basins/jtgq-b7c5,3,4.33,0.00%,38.46%,0:05:28,10
water,/Energy-and-Environment/Leaking-Underground-Storage-Tanks-San-Francisco-CA/ui59-timw,3,2,0.00%,0.00%,0:01:44,9.67
water,/Geographic-Locations-and-Boundaries/Areas-Damaged-by-Fire-Following-1906-Earthquake/565e-yudf,3,1.67,0.00%,40.00%,0:00:30,4.33
water,/Geographic-Locations-and-Boundaries/City-curbs-and-islands-Zipped-Shapefile-Format-/nvxg-zay4,3,2,0.00%,50.00%,0:01:47,8.67
water,/Geographic-Locations-and-Boundaries/Freeways-in-San-Francisco-Zipped-Shapefile-Format-/c86d-e5sm,3,3.33,0.00%,30.00%,0:01:18,8
water,/Geographic-Locations-and-Boundaries/Streets-of-San-Francisco-Zipped-Shapefile-Format-/wbm8-ratb,3,4.33,0.00%,23.08%,0:02:54,18.33
water,/Geographic-Locations-and-Boundaries/Zoning-Districts/mici-sct2,3,3.33,0.00%,20.00%,0:01:20,9
Water,/browse/embed?category=Energy+and+Environment&limit=20&limitTo=&q=Water&view_type=rich,3,2,0.00%,0.00%,0:00:02,4.33
water bodies in san francisco,/Culture-and-Recreation/Open-Spaces-City-Planning/zsre-apvm,3,2.67,0.00%,37.50%,0:00:17,5.33
water shapefile,/Geographic-Locations-and-Boundaries/Water-Bodies-in-San-Francisco-Zipped-Shapefile-For/7wxv-7sn4,3,1.67,0.00%,0.00%,0:00:14,4.67
water use,/,3,4.67,0.00%,14.29%,0:09:41,18.67
watershed,/browse/embed?category=&limit=20&limitTo=&q=watershed&view_type=rich,3,2,0.00%,0.00%,0:00:04,4.33
watershed,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=watershed&view_type=rich,3,3.33,0.00%,0.00%,0:00:43,8
weather,/browse/embed?category=&limit=20&limitTo=&q=&view_type=rich,3,2,0.00%,33.33%,0:00:28,7.33
weather,/browse/embed?category=Transportation&limit=20&limitTo=&q=&view_type=rich,3,2.67,0.00%,0.00%,0:18:24,23.67
weather,/Public-Safety/Map-Crime-Incidents-from-1-Jan-2003/gxxq-x39z,3,2.67,0.00%,25.00%,0:06:17,22.33
weather,/Public-Safety/SFPD-Incidents-from-1-January-2003/tmnf-yvry,3,5.33,0.00%,31.25%,0:07:01,13
weiner,/browse/embed?category=City+Management+and+Ethics&limit=20&limitTo=&q=weiner&view_type=rich,3,5.33,0.00%,0.00%,0:05:09,57.67
wifi,/City-Infrastructure/2015-Project-Appendix/xpdk-pzjd,3,1,0.00%,0.00%,0:08:59,14
wind monitoring,/,3,4.33,0.00%,0.00%,0:02:31,15
wireless,/dataset/Existing-SF-Commercial-Wireless-Facilities-April-2/quzf-fjsw,3,4.33,0.00%,0.00%,0:00:57,14
workforce,/City-Management-and-Ethics/Dataset-Inventory/y8fp-fbf5,3,1,0.00%,66.67%,0:08:52,3.33
year,/City-Infrastructure/Parcels-With-Planning-Department-Zoning/fpr2-m7in,3,3.33,0.00%,30.00%,0:06:03,19.33
year built,/browse/embed?category=&limit=20&limitTo=&q=year+built&view_type=rich,3,2,0.00%,0.00%,0:00:09,4.33
year built,/Housing-and-Buildings/20141219-Pipeline-Q3-2014/n5ik-nmm3,3,2,0.00%,33.33%,0:10:13,9.67
youth,/Health-and-Social-Services/Youth-and-Senior-Populations-San-Francisco-CA/rn29-87tf,3,3.33,0.00%,0.00%,0:03:52,16
youth and seniors,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=href&q=youth+and+seniors&view_type=rich,3,3.33,0.00%,0.00%,0:00:19,4.33
zika,/Public-Safety/SFPD-Incidents-Previous-Year-2015-/ritf-b9ki,3,1,0.00%,100.00%,0:02:25,5.33
zip,/Geographic-Locations-and-Boundaries/Supervisor-District-and-ZIP-Codes/v22h-ujnv,3,1.67,0.00%,0.00%,0:00:10,4.67
zip code,/browse/embed?Department-Metrics_Publishing-Department=&category=Geographic+Locations+and+Boundaries&limit=20&limitTo=&q=zip+code&view_type=rich,3,4.33,0.00%,0.00%,0:00:25,10.67
zip code,/City-Management-and-Ethics/Zip-Code-to-Supervisor-Lookup-with-Contact-Informa/ujme-i5np,3,1.67,0.00%,0.00%,0:00:13,4.33
zip codes,/,3,3.33,0.00%,20.00%,0:35:09,24
zip codes,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=href&q=zip+codes&view_type=rich,3,1,0.00%,0.00%,0:00:04,2
zipcode,/,3,1.67,0.00%,0.00%,0:02:56,10
zipcodes,/City-Management-and-Ethics/1996-2011-City-Survey-Database/583k-63vu,3,1.67,0.00%,40.00%,0:00:10,4.33
zipcodes,/Geographic-Locations-and-Boundaries/Bay-Area-ZIP-Codes-Zipped-Shapefile-Format-/hbza-6v77,3,1.67,0.00%,60.00%,0:00:26,4.67
zoning,/,3,4.67,0.00%,21.43%,0:05:45,15.67
zoning,/browse/embed?category=Geographic+Locations+and+Boundaries&limit=20&limitTo=&q=&utf8=‰ÏÒ&view_type=rich&page=5,3,4.33,0.00%,15.38%,0:09:26,29.33
zoning,/browse/embed?category=Housing+and+Buildings&limit=20&limitTo=&q=zoning&view_type=rich,3,3.33,0.00%,0.00%,0:02:30,8.67
zoning,/Economy-and-Community/Enterprise-Zones/sqgr-ajkg,3,2.67,0.00%,0.00%,0:01:33,8
zoning 2008,/Geographic-Locations-and-Boundaries/Historic-Zoning-Districts-2008/pqqd-d9ax,3,1,0.00%,0.00%,0:00:37,3.33
zoning districts,/Culture-and-Recreation/Open-Spaces-City-Planning/zsre-apvm,3,3.33,0.00%,30.00%,0:02:09,9
-122.407829844146 37.7826402567843,/Public-Safety/Fire-Permits/893e-xam6,2,1,0.00%,0.00%,0:00:23,3
! Cannot open C:\Users\CafeThai\AppData\Local\Temp\Rar$DIa0.256\ˆüÝˆü´ˆü_ˆüÁˆü¢ˆü¬.rar The system cannot find the path specified. ! C:\Users\CafeThai\AppData\Local\Temp\Rar$DIa0.256\ˆüÝˆü´ˆü_ˆüÁˆü¢ˆü¬.rar: No files to extract,/browse/embed?category=&limit=20&limitTo=&q=&view_type=rich,2,1.5,0.00%,66.67%,0:09:35,11
?debug=true,/browse/embed?category=Transportation&limit=20&limitTo=&q=&view_type=rich,2,1.5,0.00%,0.00%,0:00:07,8
.cad,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=.cad&view_type=rich,2,1,0.00%,0.00%,0:00:07,1.5
.csv,/browse/embed?category=&limit=20&limitTo=&q=.csv&utf8=‰ÏÒ&view_type=table&page=1,2,6.5,0.00%,0.00%,0:01:20,16
.csv,/Health-and-Social-Services/Population-Density-San-Francisco-CA/ea9w-4zvc,2,1.5,0.00%,0.00%,0:22:34,13
.csv,/Public-Safety/Crime-Calls-for-Service-Archived-CSV-/gmfh-u26p,2,1.5,0.00%,0.00%,0:00:06,5
.csv,/Transportation/Off-street-parking-lots-and-parking-garages-map/4vvz-yypg,2,8,0.00%,0.00%,0:05:56,29
.cvs,/Health-and-Social-Services/Population-Density-San-Francisco-CA/ea9w-4zvc,2,3,0.00%,33.33%,0:00:52,8
.drg,/faq,2,3,0.00%,33.33%,0:13:15,62.5
.dwg,/browse/embed?category=&limit=20&limitTo=&q=cad&view_type=rich,2,1.5,0.00%,66.67%,0:03:40,3
.dwg,/browse/embed?category=City+Infrastructure&limit=20&limitTo=&q=cad&view_type=rich,2,1.5,0.00%,66.67%,0:00:12,3
.dwg,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=map&view_type=rich,2,1.5,0.00%,66.67%,0:00:17,3
.dwg,/browse/embed?Department-Metrics_Publishing-Department=&category=Geographic+Locations+and+Boundaries&limit=20&limitTo=&q=lots&view_type=rich,2,1.5,0.00%,66.67%,0:00:04,3
.dwg,/faq,2,1.5,0.00%,0.00%,0:00:14,5
.dxf,/faq,2,1.5,0.00%,66.67%,0:00:10,5
.json,/browse/embed?category=&limit=20&limitTo=&q=.json&view_type=rich,2,1,0.00%,0.00%,0:00:04,1.5
.json,/City-Management-and-Ethics/Lobbyist-Activity-API-/s6ph-6e9u,2,3,0.00%,0.00%,0:00:43,9.5
.pmf,/browse/embed?category=&limit=20&limitTo=&q=&view_type=rich,2,1.5,0.00%,0.00%,0:00:15,8
.shp,/browse/embed?category=&limit=20&limitTo=&q=shapefile&utf8=‰ÏÒ&view_type=rich&page=3,2,1.5,0.00%,66.67%,0:00:13,3
.shp,/browse/embed?category=Geographic+Locations+and+Boundaries&limit=20&limitTo=&q=&utf8=‰ÏÒ&view_type=rich&page=2,2,3,0.00%,33.33%,0:00:48,59.5
.shp,/browse/embed?Department-Metrics_Publishing-Department=&category=City+Infrastructure&limit=20&limitTo=&q=storm+water&view_type=rich,2,2.5,0.00%,40.00%,0:00:27,5
.shp,/Economy-and-Community/Registered-Business-Map/vt9c-aeiw,2,1.5,0.00%,66.67%,0:00:11,3
.shp,/Geographic-Locations-and-Boundaries/SF-Realtor-Neighborhoods/wwis-y924,2,5,0.00%,20.00%,0:01:05,14.5
.shp,/Geographic-Locations-and-Boundaries/Street-Structures-Zipped-Shapefile-Format-/26wb-6655,2,9.5,0.00%,10.53%,0:01:08,32
.SHP,/Economy-and-Community/Per-Capita-and-Household-Median-Income-San-Francis/rhzi-zuvx,2,1.5,0.00%,66.67%,0:00:11,3
.sid,/Geographic-Locations-and-Boundaries/Orthophoto-mosaic-of-San-Francisco-proper-2012-6-i/c2ss-e7gj?category=Geographic-Locations-and-Boundaries&view_name=Orthophoto-mosaic-of-San-Francisco-proper-2012-6-i,2,1,0.00%,0.00%,0:01:05,7
.xlm,/Health-and-Social-Services/Population-Density-San-Francisco-CA/ea9w-4zvc,2,1.5,0.00%,66.67%,0:00:11,5
.xls,/Transportation/2011-SFO-Customer-Survey-Data-Set-Dictionary/v94x-pf9r,2,1.5,0.00%,0.00%,0:04:53,10.5
'</script><script>alert(1)</script>,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q='</script><script>alert(1)</script>&view_type=rich,2,3,0.00%,33.33%,0:00:09,3
'<script>alert(1)</script>,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q='</script><script>alert(1)</script>&view_type=rich,2,1.5,0.00%,66.67%,0:00:07,3
'></script><script>alert(1)</script>,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q='</script><script>alert(1)</script>&view_type=rich,2,3,0.00%,33.33%,0:02:09,3
'><script>alert(1)</script>,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q='</script><script>alert(1)</script>&view_type=rich,2,1.5,0.00%,66.67%,0:00:10,3
'housing inventory',/Housing-and-Buildings/Residential-projects-with-inclusionary-requirement/f2n6-ybnq,2,1.5,0.00%,66.67%,0:01:12,3
‰Û÷map of crimes incidents,/Public-Safety/Map-Crime-Incidents-from-1-Jan-2003/gxxq-x39z,2,1,0.00%,100.00%,0:00:03,1.5
""" ami"" 1990",/Economy-and-Community/Per-Capita-and-Household-Median-Income-San-Francis/rhzi-zuvx,2,1.5,0.00%,66.67%,0:00:22,3
"""""health care security ordinance",/browse/embed?category=&limit=20&limitTo=&q=&utf8=‰ÏÒ&view_type=rich&page=2,2,1,0.00%,100.00%,0:00:07,1.5
"""></script><script>alert(1)</script>",/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q='</script><script>alert(1)</script>&view_type=rich,2,1.5,0.00%,66.67%,0:00:20,3
"""><img src=x onerror=alert(document.domain)>","/browse/embed?category=&limit=20&limitTo=&q=""><img+src=x+onerror=alert(document.domain)>&view_type=rich",2,1,0.00%,0.00%,0:01:13,1.5
"""><script>alert(1)</script>",/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q='</script><script>alert(1)</script>&view_type=rich,2,1.5,0.00%,66.67%,0:00:16,3
"""120 lake street""",/Housing-and-Buildings/Department-of-Building-Inspection/nbyd-udsc,2,1.5,0.00%,66.67%,0:00:07,3
"""120 lake""",/Housing-and-Buildings/Department-of-Building-Inspection/nbyd-udsc,2,5,0.00%,0.00%,0:03:10,11
"""1698 10""",/City-Infrastructure/Case-Data-from-San-Francisco-311-SF311-/vw6y-z8j6,2,1,0.00%,100.00%,0:00:07,1.5
"""1698 10th""",/City-Infrastructure/Case-Data-from-San-Francisco-311-SF311-/vw6y-z8j6,2,1,0.00%,100.00%,0:00:07,1.5
"""2713 diamond""",/showcase,2,1,0.00%,100.00%,0:00:14,1.5
"""2721 diamond""",/showcase,2,1,0.00%,100.00%,0:00:07,1.5
"""3015 pacific""",/browse/embed?category=&limit=20&limitTo=&page=1&q=property+sale&utf8=‰ÏÒ&view_type=rich,2,1,0.00%,100.00%,0:00:12,1.5
"""75 surrey""",/showcase,2,1.5,0.00%,0.00%,0:00:29,5
"""address locator""","/browse/embed?category=&limit=20&limitTo=&q=""address+locator""&view_type=rich",2,1,0.00%,0.00%,0:00:02,1.5
"""affordable housing""",/Housing-and-Buildings/2014-Housing-Inventory/pucn-j93j,2,1.5,0.00%,0.00%,0:00:06,5
"""alain gervais""",/,2,1.5,0.00%,100.00%,0:00:08,1.5
"""Area Median Income""",/Economy-and-Community/US-Census-Bureau-Data/d53k-r35r,2,1,0.00%,100.00%,0:00:07,1.5
"""Assessment Appeals Board""",/City-Management-and-Ethics/Legislation/cz9b-x8ed,2,1,0.00%,0.00%,0:00:24,18.5
"""Assessor Parcel database""",/City-Infrastructure/Parcels-With-Planning-Department-Zoning/fpr2-m7in,2,1.5,0.00%,66.67%,0:00:39,8
"""Asthma""","/browse/embed?category=&limit=20&limitTo=&q=""Asthma""&view_type=rich",2,1,0.00%,0.00%,0:00:03,1.5
"""Basemap Street Centerlines",/Geographic-Locations-and-Boundaries/San-Francisco-Basemap-Street-Centerlines-Zipped-Sh/5rn4-fswj,2,1,0.00%,0.00%,0:01:20,1.5
"""block group""",/browse/embed?category=&limit=20&limitTo=&q=neighborhood&utf8=‰ÏÒ&view_type=rich&page=2,2,1.5,0.00%,66.67%,0:00:07,16
"""Bonaguro""",/browse/embed?category=&limit=20&limitTo=&q=Joy+Bonaguro&view_type=rich,2,3,0.00%,33.33%,0:17:12,9
"""build out""",/browse/embed?category=&limit=20&limitTo=&q=soft&view_type=rich,2,1,0.00%,100.00%,0:11:53,1.5
"""burns",/Economy-and-Community/Open-Business-Locations-San-Francisco/g8m3-pdis,2,1.5,0.00%,66.67%,0:00:20,16
"""burt herman""",/browse/embed?category=&limit=20&limitTo=&q=&view_type=rich,2,1,0.00%,0.00%,0:00:14,5
"""cable car""","/browse/embed?category=&limit=20&limitTo=&q=""cable+car""&utf8=‰ÏÒ&view_type=rich&page=2",2,1,0.00%,0.00%,0:00:20,2.5
"""Campaign Finance - FPPC""",/browse/embed?category=&limit=20&limitTo=datasets&q=data+key&view_type=rich,2,1.5,0.00%,66.67%,0:00:37,3
"""Campaign Finance - FPPC""",/City-Management-and-Ethics/Campaign-Finance-Ballot-Measure-Committee-Name-Map/dt7v-mz6s,2,5,0.00%,0.00%,0:01:37,13
"""Campaign Finance - FPPC""",/City-Management-and-Ethics/Campaign-Finance-Committee-Name-to-Measure-or-Cand/9gi7-6xfc,2,1.5,0.00%,0.00%,0:01:25,5
"""campaign finance dashboard 2015""",/City-Management-and-Ethics/Lobbyist-Political-Contributions-November-3-2015-E/7xkx-ni68,2,1,0.00%,100.00%,0:00:09,1.5
"""campaign finance""",/City-Management-and-Ethics/Campaign-Finance-Database/sv2b-bdbj,2,3,0.00%,0.00%,0:02:04,11
"""cancer""","/browse/embed?category=&limit=20&limitTo=&q=""cancer""&view_type=rich",2,1.5,0.00%,0.00%,0:00:04,3
"""carbon monoxide""",/Public-Safety/Fire-Incidents-Current-Year-2016-/ri9p-p4mm,2,1.5,0.00%,66.67%,0:02:40,5.5
"""Category A""",/browse/embed?category=&limit=20&limitTo=&q=Preservation&view_type=rich,2,1.5,0.00%,66.67%,0:00:19,3
"""CBD""","/browse/embed?category=&limit=20&limitTo=&q=""CBD""&view_type=rich",2,1.5,0.00%,0.00%,0:00:03,3
"""cindy wu""","/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=""cindy+wu""&view_type=rich",2,1,0.00%,0.00%,0:00:01,1.5
"""cindy wu"" dccc","/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=""cindy+wu""&view_type=rich",2,1,0.00%,100.00%,0:00:07,2.5
"""City",/browse/embed?category=&limit=20&limitTo=&q=parks+and+recreation&view_type=rich,2,1,0.00%,100.00%,0:03:40,9.5
"""clipper cove beach""","/browse/embed?category=&limit=20&limitTo=&q=""clipper+cove+beach""&view_type=rich",2,1.5,0.00%,0.00%,0:00:01,3
"""Code for Ameria""","/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=""Code+for+America""&view_type=rich",2,1.5,0.00%,66.67%,0:00:15,3
"""Code for America""","/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=""Code+for+America""&view_type=rich",2,1.5,0.00%,0.00%,0:00:03,16
"""Communication Infrastructure Corporation""",/browse/embed?category=&limit=20&limitTo=&q=business+license+numbers&utf8=‰ÏÒ&view_type=rich&page=2,2,1,0.00%,100.00%,0:00:52,4
"""Community Benefit District""","/browse/embed?category=&limit=20&limitTo=&q=""CBD""&view_type=rich",2,1.5,0.00%,66.67%,0:00:07,3
"""community benefit districts""",/browse/embed?category=&limit=20&limitTo=&q=CBDs&view_type=rich,2,1.5,0.00%,66.67%,0:00:10,3
"""Condo Conversion Lottery""",/,2,3,0.00%,33.33%,0:00:13,7
"""Condo Conversion""",/,2,1.5,0.00%,66.67%,0:08:26,5
"""continental appliance""",/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,2,1.5,0.00%,66.67%,0:00:08,3
"""Continental appliance""",/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis?no_mobile=true,2,3,0.00%,33.33%,0:00:40,6.5
"""continental electric""",/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,2,1.5,0.00%,66.67%,0:00:10,3
"""curtis dunn""",/,2,2.5,0.00%,60.00%,0:00:37,9
"""Data Officer""","/browse/embed?category=&limit=20&limitTo=&q=""Data+Officer""&view_type=rich",2,1,0.00%,0.00%,0:00:01,1.5
"""department expenditures""",/City-Management-and-Ethics/Citywide-Performance-Measurement-Annual-Report-FY1/6h77-suve,2,3,0.00%,33.33%,0:00:10,6.5
"""dog owners""",/,2,2.5,0.00%,40.00%,0:03:34,6.5
"""dog parks""",/,2,1,0.00%,100.00%,0:00:35,1.5
"""Employee Compensation""","/browse/embed?category=City+Management+and+Ethics&limit=20&limitTo=&q=""Employee+Compensation""&view_type=rich",2,1.5,0.00%,0.00%,0:00:03,3
"""expenditures by department""",/City-Management-and-Ethics/Citywide-Performance-Measurement-Annual-Report-FY1/6h77-suve,2,1.5,0.00%,66.67%,0:00:10,3
"""fire incidents""",/Economy-and-Community/Registered-Business-Locations-San-Francisco/2fw8-yq79,2,1,0.00%,0.00%,0:06:11,5
"""fire incidents""",/Public-Safety/Fire-Incidents/wr8u-xric,2,1.5,0.00%,66.67%,0:13:56,5.5
"""fire inspection""",/City-Management-and-Ethics/Employee-Compensation/88g8-5mnd,2,1,0.00%,0.00%,0:00:07,2.5
"""floor area""",/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=href&q=assessor&view_type=rich,2,1,0.00%,100.00%,0:00:15,1.5
"""floor plan""",/about,2,1.5,0.00%,66.67%,0:00:05,3
"""focus realty""","/browse/embed?category=&limit=20&limitTo=&q=""focus+realty""&view_type=rich",2,1,0.00%,0.00%,0:00:01,1.5
"""gas leak""",/Public-Safety/Fire-Incidents-Current-Year-2016-/ri9p-p4mm,2,1,0.00%,0.00%,0:06:11,2.5
"""general plan land use""",/Geographic-Locations-and-Boundaries/Zoning-Districts/mici-sct2,2,1.5,0.00%,66.67%,0:00:07,3
"""general plan""",/Geographic-Locations-and-Boundaries/Zoning-Districts/mici-sct2,2,1.5,0.00%,66.67%,0:00:15,5
"""general plan"" ""land use""",/Geographic-Locations-and-Boundaries/Zoning-Districts/mici-sct2,2,1.5,0.00%,66.67%,0:00:05,3
"""grand jury""",/,2,1,0.00%,0.00%,0:01:20,3
"""green infrastructure""",/browse/embed?category=&limit=20&limitTo=&q=green+street&view_type=rich,2,1.5,0.00%,66.67%,0:15:25,5
"""green zone""",/Housing-and-Buildings/San-Francisco-Development-Pipeline-2015-Quarter-4/ra2x-jzmk,2,1,0.00%,100.00%,0:00:07,1.5
"""green""",/Housing-and-Buildings/San-Francisco-Development-Pipeline-2015-Quarter-4/ra2x-jzmk,2,1,0.00%,100.00%,0:04:23,7
"""harris corporation""","/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=""harris+corporation""&view_type=rich",2,1.5,0.00%,66.67%,0:00:10,16
"""Harris Corporation""",/City-Management-and-Ethics/Vendor-Payments-Vouchers-/n9pm-xkyq,2,1,0.00%,100.00%,0:00:03,1.5
"""harris""","/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=""harris+corporation""&view_type=rich",2,1.5,0.00%,100.00%,0:00:09,9
"""Harris""",/City-Management-and-Ethics/Vendor-Payments-Vouchers-/n9pm-xkyq,2,1,0.00%,100.00%,0:00:04,1.5
"""health care security ordinance""",/browse/embed?category=&limit=20&limitTo=&q=&utf8=‰ÏÒ&view_type=rich&page=2,2,1,0.00%,0.00%,0:01:03,5
"""health code""",/Housing-and-Buildings/Housing-Code-Violations-San-Francisco-CA/739v-w6y3,2,1.5,0.00%,66.67%,0:00:36,8
"""heat wave""",/browse/embed?category=&limit=20&limitTo=&q=hazard+zone&view_type=rich,2,1,0.00%,100.00%,0:00:12,1.5
"""height",/Geographic-Locations-and-Boundaries/Historic-Zoning-Districts-1998/v8bg-5zhd,2,1,0.00%,100.00%,0:03:35,1.5
"""height limit""",/Housing-and-Buildings/Height-and-Bulk-Districts/29wz-k4cn,2,1,0.00%,0.00%,0:13:30,11
"""Historic Evaluation""",/browse/embed?category=&limit=20&limitTo=&q=Preservation&view_type=rich,2,1.5,0.00%,66.67%,0:00:07,3
"""Historic Preservation""",/browse/embed?category=&limit=20&limitTo=&q=Preservation&view_type=rich,2,3,0.00%,33.33%,0:00:30,8
"""historic zoning districts""",/Geographic-Locations-and-Boundaries/Historic-Resources/afm6-p4hm,2,1,0.00%,100.00%,0:00:56,1.5
"""historic zoning""",/Geographic-Locations-and-Boundaries/Historic-Resources/afm6-p4hm,2,1,0.00%,100.00%,0:04:31,1.5
"""homeless shelters""",/Geographic-Locations-and-Boundaries/San-Francisco-Facilties-Current-Zipped-Shapefile-F/9vhi-qnsc,2,1,0.00%,100.00%,0:00:08,1.5
"""homeless""",/Geographic-Locations-and-Boundaries/San-Francisco-Facilties-Current-Zipped-Shapefile-F/9vhi-qnsc,2,1,0.00%,100.00%,0:00:45,2.5
"""housing inventory""",/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=inclusionary+housing&view_type=rich,2,1.5,0.00%,66.67%,0:13:01,168.5
