processed_search_term,num_unique_searches,spelling_errors,google_corrections
five yaer plan,1,1,
first american title,1,1,
fitness and healthcare centers,1,1,
fitness and healthcare centerscenters,1,2,
"fitness inernational, lcc",1,2,
fittness,1,1,
fiveyearplan,1,1,
flood gis,1,1,
flavia lino,1,1,
flickr,1,1,
flir syste,1,2,
flir system,1,1,
flir sytem,1,2,
flms in san francisco,1,3,
flod,1,1,
farmers marketsblock parties,1,1,
farmfoods.,1,1,
fastfood,1,1,
fastsigns,1,1,
faulhaber,1,1,
faultline,1,1,
faultlines,1,1,
faultlines and earthquakes,1,1,
faultlines and earthquakes data,1,1,
faxitnice 2130 22nd st san francisco ca 94107,1,4,
fb,1,1,
fbn listings,1,1,
fce14109,1,1,
"fcsf, llc",1,2,
fdfsdf,1,1,
fargo int'l tours,1,2,
farebox,1,1,
farallon islands,1,1,
facebook profile dataset,1,1,
facilites,1,1,
facilities maintenence,1,1,
facilt,1,1,
facilties,1,1,
facs,1,1,
faeces,1,1,
farallon capital mangement,1,2,
famer market,1,1,
famer markets,1,1,
famis three-leter codes,1,2,
famous peopl,1,1,
famous peoplke,1,1,
faq,1,1,
far opco,1,1,
farallon capital,1,1,
fecis,1,1,
fiji,1,1,
"fil am star, inc.",1,1,
filbert st 1880 ownder,1,1,
filipino housing,1,1,
fillmore district,1,1,
fillmore search,1,1,
film loations,1,1,
film location in san francisco,1,2,
film locatiosn,1,1,
film san francisco,1,2,
film sanfrnsisco,1,1,
film spots in sfo,1,1,
filmlocations,1,1,
films in san francisco,1,2,
ficticious names,1,1,
ferry mapwater trade,1,1,
feed avl,1,1,
fehr,1,1,
felina,1,1,
fema flood,1,1,
fema grant,1,1,
ficticious bussiness names,1,2,
ferry shapefile,1,1,
ferryroute,1,1,
fibre,1,1,
ficticious business name,1,1,
ficticious business names,1,1,
Ｓａｎ Ｆｒａｎｃｉｓｃｏ,1,2,
